platform,second,p95_ms,rps
ACA,78,113.1,5.0
ACA,79,109.1,5.0
ACA,80,116.5,5.0
ACA,81,107.4,5.0
ACA,82,114.3,5.0
ACA,83,109.3,5.0
ACA,84,106.1,5.0
ACA,85,109.2,5.0
ACA,86,110.3,5.0
ACA,87,109.5,5.0
ACA,88,106.7,5.0
ACA,89,110.3,5.0
ACA,90,109.8,5.0
ACA,91,112.2,5.0
ACA,92,107.6,5.0
ACA,93,112.1,5.0
ACA,94,111.1,5.0
ACA,95,113.0,5.0
ACA,96,114.1,5.0
ACA,97,111.6,5.0
ACA,98,114.2,5.0
ACA,99,115.5,5.0
ACA,100,113.2,5.0
ACA,101,113.9,5.0
ACA,102,107.6,5.0
ACA,103,106.4,5.0
ACA,104,107.2,5.0
ACA,105,119.7,5.0
ACA,106,106.7,5.0
ACA,107,119.0,5.0
ACA,108,106.9,5.0
ACA,109,110.1,5.0
ACA,110,108.5,5.0
ACA,111,112.7,5.0
ACA,112,109.1,5.0
ACA,113,118.5,5.0
ACA,114,112.7,5.0
ACA,115,111.8,5.0
ACA,116,115.7,5.0
ACA,117,119.3,5.0
ACA,118,114.1,5.0
ACA,119,116.9,5.0
ACA,120,111.4,5.0
ACA,121,114.2,5.0
ACA,122,115.3,5.0
ACA,123,115.6,5.0
ACA,124,116.8,5.0
ACA,125,113.0,5.0
ACA,126,112.2,5.0
ACA,127,114.2,5.0
ACA,128,120.2,5.0
ACA,129,114.2,5.0
ACA,130,116.6,5.0
ACA,131,116.2,5.0
ACA,132,114.4,5.0
ACA,133,118.6,5.0
ACA,134,111.8,5.0
ACA,135,114.6,5.0
ACA,136,119.0,5.0
ACA,137,115.4,5.0
ACA,138,110.2,5.0
ACA,139,116.2,5.0
ACA,140,105.8,5.0
ACA,141,120.9,5.0
ACA,142,124.8,5.0
ACA,143,121.5,5.0
ACA,144,107.7,5.0
ACA,145,113.6,5.0
ACA,146,113.9,5.0
ACA,147,110.8,5.0
ACA,148,114.5,5.0
ACA,149,114.1,5.0
ACA,150,115.9,5.0
ACA,151,112.5,5.0
ACA,152,109.3,5.0
ACA,153,110.2,5.0
ACA,154,108.6,5.0
ACA,155,113.5,5.0
ACA,156,107.7,5.0
ACA,157,110.5,5.0
ACA,158,111.0,5.0
ACA,159,117.5,5.0
ACA,160,116.7,5.0
ACA,161,113.6,5.0
ACA,162,108.7,5.0
ACA,163,110.0,5.0
ACA,164,110.1,5.0
ACA,165,107.5,5.0
ACA,166,110.1,5.0
ACA,167,110.2,5.0
ACA,168,110.3,5.0
ACA,169,110.2,5.0
ACA,170,110.1,5.0
ACA,171,109.9,5.0
ACA,172,111.7,5.0
ACA,173,115.3,5.0
ACA,174,110.3,5.0
ACA,175,110.9,5.0
ACA,176,107.6,5.0
ACA,177,111.1,5.0
ACA,178,111.9,5.0
ACA,179,112.5,5.0
ACA,180,111.5,5.0
ACA,181,112.3,5.0
ACA,182,113.2,5.0
ACA,183,113.7,5.0
ACA,184,110.9,5.0
ACA,185,109.9,5.0
ACA,186,113.3,5.0
ACA,187,115.4,5.0
ACA,188,116.0,5.0
ACA,189,109.4,5.0
ACA,190,117.0,5.0
ACA,191,113.5,5.0
ACA,192,114.0,5.0
ACA,193,113.5,5.0
ACA,194,117.1,5.0
ACA,195,110.1,5.0
ACA,196,116.1,5.0
ACA,197,108.5,5.0
ACA,198,114.5,5.0
ACA,199,109.5,5.0
ACA,200,112.7,5.0
ACA,201,115.8,5.0
ACA,202,113.2,5.0
ACA,203,108.6,5.0
ACA,204,109.7,5.0
ACA,205,114.9,5.0
ACA,206,113.7,5.0
ACA,207,110.3,5.0
ACA,208,115.9,5.0
ACA,209,122.0,5.0
ACA,210,115.6,5.0
ACA,211,112.4,5.0
ACA,212,107.4,5.0
ACA,213,113.0,5.0
ACA,214,115.3,5.0
ACA,215,120.3,5.0
ACA,216,110.7,5.0
ACA,217,118.8,5.0
ACA,218,112.4,5.0
ACA,219,107.6,5.0
ACA,220,111.9,5.0
ACA,221,115.2,5.0
ACA,222,110.2,5.0
ACA,223,115.9,5.0
ACA,224,110.7,5.0
ACA,225,118.5,5.0
ACA,226,114.2,5.0
ACA,227,112.7,5.0
ACA,228,115.6,5.0
ACA,229,108.9,5.0
ACA,230,109.8,5.0
ACA,231,110.5,5.0
ACA,232,115.5,5.0
ACA,233,110.4,5.0
ACA,234,108.7,5.0
ACA,235,108.5,5.0
ACA,236,110.7,5.0
ACA,237,109.2,5.0
ACA,238,110.8,5.0
ACA,239,108.3,5.0
ACA,240,113.3,5.0
ACA,241,111.0,5.0
ACA,242,109.7,5.0
ACA,243,114.3,5.0
ACA,244,112.3,5.0
ACA,245,111.1,5.0
ACA,246,116.0,5.0
ACA,247,115.8,5.0
ACA,248,120.8,5.0
ACA,249,115.8,5.0
ACA,250,120.3,5.0
ACA,251,115.0,5.0
ACA,252,112.7,5.0
ACA,253,113.7,5.0
ACA,254,116.2,5.0
ACA,255,114.4,5.0
ACA,256,110.3,5.0
ACA,257,122.0,5.0
ACA,258,120.7,5.0
ACA,259,119.1,5.0
ACA,260,118.7,5.0
ACA,261,111.5,5.0
ACA,262,115.8,5.0
ACA,263,116.6,5.0
ACA,264,114.6,5.0
ACA,265,112.0,5.0
ACA,266,109.5,5.0
ACA,267,117.0,5.0
ACA,268,111.1,5.0
ACA,269,114.1,5.0
ACA,270,112.2,5.0
ACA,271,109.8,5.0
ACA,272,114.4,5.0
ACA,273,118.7,5.0
ACA,274,113.6,5.0
ACA,275,113.1,5.0
ACA,276,111.8,5.0
ACA,277,115.8,5.0
ACA,278,112.5,5.0
ACA,279,112.7,5.0
ACA,280,114.1,5.0
ACA,281,109.2,5.0
ACA,282,112.6,5.0
ACA,283,108.9,5.0
ACA,284,110.9,5.0
ACA,285,114.6,5.0
ACA,286,112.8,5.0
ACA,287,118.1,5.0
ACA,288,114.7,5.0
ACA,289,109.9,5.0
ACA,290,112.7,5.0
ACA,291,112.6,5.0
ACA,292,112.4,5.0
ACA,293,114.9,5.0
ACA,294,111.3,5.0
ACA,295,113.2,5.0
ACA,296,115.9,5.0
ACA,297,116.0,5.0
ACA,298,114.3,5.0
ACA,299,116.5,5.0
ACA,300,113.6,5.0
ACA,301,111.7,6.0
ACA,302,113.4,6.5
ACA,303,114.1,7.0
ACA,304,116.2,8.0
ACA,305,113.7,8.0
ACA,306,108.3,8.5
ACA,307,116.2,10.0
ACA,308,114.5,10.0
ACA,309,113.9,10.5
ACA,310,114.9,11.0
ACA,311,114.5,12.0
ACA,312,116.8,12.0
ACA,313,117.0,13.0
ACA,314,113.2,13.5
ACA,315,122.2,14.0
ACA,316,116.9,14.5
ACA,317,118.5,15.0
ACA,318,118.4,16.0
ACA,319,122.5,16.0
ACA,320,117.3,17.0
ACA,321,116.1,18.0
ACA,322,117.6,18.0
ACA,323,114.9,19.0
ACA,324,120.4,19.0
ACA,325,119.6,20.0
ACA,326,117.3,20.5
ACA,327,117.6,21.0
ACA,328,119.4,22.0
ACA,329,117.1,22.0
ACA,330,116.7,23.0
ACA,331,123.5,23.0
ACA,332,113.9,24.0
ACA,333,117.4,25.0
ACA,334,115.8,25.0
ACA,335,117.5,26.0
ACA,336,119.0,26.0
ACA,337,119.7,27.0
ACA,338,121.5,27.0
ACA,339,124.3,28.0
ACA,340,121.7,28.5
ACA,341,118.6,29.0
ACA,342,118.0,30.0
ACA,343,115.4,30.0
ACA,344,114.3,31.0
ACA,345,119.9,32.0
ACA,346,118.1,32.0
ACA,347,124.5,33.0
ACA,348,117.3,33.0
ACA,349,124.5,34.0
ACA,350,118.6,34.0
ACA,351,116.8,35.0
ACA,352,129.1,36.0
ACA,353,122.7,36.0
ACA,354,118.6,36.5
ACA,355,126.7,37.0
ACA,356,119.7,38.0
ACA,357,115.4,38.0
ACA,358,117.9,39.0
ACA,359,117.8,39.5
ACA,360,126.2,40.0
ACA,361,119.6,40.0
ACA,362,115.7,40.0
ACA,363,115.5,40.0
ACA,364,117.3,40.0
ACA,365,116.3,40.0
ACA,366,135.1,40.0
ACA,367,119.5,40.0
ACA,368,118.1,40.0
ACA,369,118.9,40.0
ACA,370,118.5,40.0
ACA,371,126.0,39.5
ACA,372,118.5,40.0
ACA,373,122.1,40.0
ACA,374,125.6,40.0
ACA,375,115.3,40.0
ACA,376,114.1,40.0
ACA,377,121.8,40.0
ACA,378,116.8,40.0
ACA,379,122.9,40.0
ACA,380,114.6,40.0
ACA,381,127.8,40.0
ACA,382,120.6,40.0
ACA,383,120.0,40.0
ACA,384,116.3,40.0
ACA,385,122.1,40.0
ACA,386,126.3,40.0
ACA,387,117.2,40.0
ACA,388,115.1,40.0
ACA,389,123.5,40.0
ACA,390,119.4,40.0
ACA,391,118.1,40.0
ACA,392,117.4,40.0
ACA,393,113.6,40.0
ACA,394,116.7,40.0
ACA,395,115.4,40.0
ACA,396,119.5,40.0
ACA,397,123.2,40.0
ACA,398,127.8,40.0
ACA,399,124.5,40.0
ACA,400,118.6,40.0
ACA,401,131.2,40.0
ACA,402,122.8,40.0
ACA,403,117.3,40.0
ACA,404,117.6,40.0
ACA,405,112.8,40.0
ACA,406,124.1,40.0
ACA,407,115.7,39.5
ACA,408,115.4,40.0
ACA,409,115.8,40.0
ACA,410,123.5,40.0
ACA,411,122.7,40.0
ACA,412,120.8,40.0
ACA,413,119.3,40.0
ACA,414,119.0,40.0
ACA,415,122.3,40.0
ACA,416,126.6,40.0
ACA,417,114.9,40.0
ACA,418,116.7,40.0
ACA,419,117.4,40.0
ACA,420,118.2,40.0
ACA,421,114.9,40.0
ACA,422,117.9,40.0
ACA,423,123.5,40.0
ACA,424,126.5,39.5
ACA,425,124.3,40.0
ACA,426,119.4,40.0
ACA,427,121.6,40.0
ACA,428,118.9,40.0
ACA,429,119.2,40.0
ACA,430,119.5,40.0
ACA,431,117.9,40.0
ACA,432,116.4,40.0
ACA,433,117.8,40.0
ACA,434,116.1,40.0
ACA,435,117.3,40.0
ACA,436,111.9,40.0
ACA,437,123.3,40.0
ACA,438,115.2,40.0
ACA,439,119.7,40.0
ACA,440,119.0,40.0
ACA,441,123.3,41.0
ACA,442,117.7,40.0
ACA,443,116.6,40.0
ACA,444,124.4,40.0
ACA,445,118.4,40.0
ACA,446,114.9,40.0
ACA,447,120.2,40.0
ACA,448,117.4,40.0
ACA,449,117.3,41.0
ACA,450,117.2,40.0
ACA,451,117.5,40.0
ACA,452,118.4,40.0
ACA,453,114.4,40.0
ACA,454,114.0,40.0
ACA,455,114.7,40.0
ACA,456,116.4,40.0
ACA,457,118.4,40.0
ACA,458,113.4,40.0
ACA,459,115.8,40.0
ACA,460,116.2,40.0
ACA,461,117.0,40.0
ACA,462,114.6,40.0
ACA,463,114.6,40.0
ACA,464,116.7,40.0
ACA,465,117.1,40.0
ACA,466,117.5,40.0
ACA,467,115.5,40.0
ACA,468,114.6,40.0
ACA,469,117.0,40.0
ACA,470,116.8,40.0
ACA,471,115.5,39.5
ACA,472,117.9,40.0
ACA,473,118.3,40.0
ACA,474,119.9,40.0
ACA,475,118.7,40.0
ACA,476,111.8,40.0
ACA,477,120.1,40.0
ACA,478,119.5,40.0
ACA,479,117.8,40.0
ACA,480,122.9,40.0
ACA,481,119.1,40.0
ACA,482,115.9,40.0
ACA,483,111.7,40.0
ACA,484,115.3,40.0
ACA,485,118.7,40.0
ACA,486,112.1,40.0
ACA,487,114.5,40.0
ACA,488,118.0,40.0
ACA,489,114.1,40.0
ACA,490,117.3,40.0
ACA,491,114.5,39.5
ACA,492,119.2,40.0
ACA,493,118.7,40.0
ACA,494,121.6,40.0
ACA,495,117.2,40.0
ACA,496,117.0,40.0
ACA,497,115.1,40.0
ACA,498,117.0,40.0
ACA,499,114.4,40.0
ACA,500,116.9,40.0
ACA,501,116.6,40.0
ACA,502,113.2,40.0
ACA,503,119.4,40.0
ACA,504,117.9,40.0
ACA,505,114.9,40.0
ACA,506,120.1,40.0
ACA,507,118.2,40.0
ACA,508,118.0,40.0
ACA,509,125.7,40.0
ACA,510,119.8,40.0
ACA,511,121.4,40.0
ACA,512,121.8,40.0
ACA,513,116.1,40.0
ACA,514,114.9,40.0
ACA,515,113.8,40.0
ACA,516,124.7,40.0
ACA,517,116.8,40.0
ACA,518,127.2,40.0
ACA,519,139.2,40.0
ACA,520,124.6,40.0
ACA,521,115.9,40.0
ACA,522,117.4,40.0
ACA,523,119.6,40.0
ACA,524,116.7,40.0
ACA,525,114.1,40.0
ACA,526,123.1,40.0
ACA,527,118.1,40.0
ACA,528,123.4,40.0
ACA,529,114.8,39.5
ACA,530,117.2,40.0
ACA,531,117.6,40.0
ACA,532,114.0,40.0
ACA,533,118.1,40.0
ACA,534,117.1,40.0
ACA,535,116.1,40.0
ACA,536,115.7,40.0
ACA,537,117.9,40.0
ACA,538,117.8,40.0
ACA,539,127.3,40.0
ACA,540,117.7,40.0
ACA,541,112.7,40.0
ACA,542,128.2,40.0
ACA,543,126.3,40.0
ACA,544,115.2,40.0
ACA,545,121.5,40.0
ACA,546,116.6,40.0
ACA,547,117.3,40.0
ACA,548,117.1,40.0
ACA,549,121.5,40.0
ACA,550,116.7,40.0
ACA,551,116.3,40.0
ACA,552,119.9,40.0
ACA,553,118.9,40.5
ACA,554,116.2,40.0
ACA,555,118.7,40.0
ACA,556,119.2,40.0
ACA,557,117.2,40.0
ACA,558,119.8,40.0
ACA,559,119.4,40.0
ACA,560,124.7,40.0
ACA,561,120.0,40.0
ACA,562,116.2,40.0
ACA,563,116.3,40.0
ACA,564,114.0,40.0
ACA,565,116.8,40.0
ACA,566,119.4,40.0
ACA,567,120.5,40.0
ACA,568,124.3,40.5
ACA,569,123.7,40.0
ACA,570,118.0,39.0
ACA,571,121.9,40.0
ACA,572,117.9,40.0
ACA,573,116.5,40.0
ACA,574,116.7,40.0
ACA,575,117.6,40.0
ACA,576,117.8,40.0
ACA,577,117.6,40.0
ACA,578,115.5,40.0
ACA,579,119.1,40.0
ACA,580,117.8,40.0
ACA,581,115.1,40.0
ACA,582,119.4,40.0
ACA,583,116.3,40.0
ACA,584,120.9,40.0
ACA,585,118.7,40.0
ACA,586,116.8,40.0
ACA,587,117.9,40.0
ACA,588,119.3,40.0
ACA,589,116.8,40.0
ACA,590,116.0,39.0
ACA,591,118.1,40.5
ACA,592,114.8,40.0
ACA,593,116.5,40.0
ACA,594,117.6,40.5
ACA,595,116.0,40.0
ACA,596,126.6,40.0
ACA,597,118.8,40.0
ACA,598,117.9,40.0
ACA,599,117.1,40.0
ACA,600,118.5,40.0
ACA,601,127.1,40.0
ACA,602,116.8,40.0
ACA,603,118.0,40.0
ACA,604,124.4,40.0
ACA,605,117.9,40.0
ACA,606,122.0,40.0
ACA,607,117.4,40.0
ACA,608,121.1,40.0
ACA,609,121.0,40.0
ACA,610,122.6,40.0
ACA,611,122.8,40.0
ACA,612,119.8,40.0
ACA,613,130.2,40.0
ACA,614,118.3,40.0
ACA,615,121.3,40.0
ACA,616,121.6,40.0
ACA,617,124.5,40.0
ACA,618,118.4,40.0
ACA,619,122.0,40.0
ACA,620,116.4,40.0
ACA,621,115.9,40.0
ACA,622,113.8,40.0
ACA,623,117.6,40.0
ACA,624,121.8,40.0
ACA,625,117.5,40.0
ACA,626,119.6,40.0
ACA,627,121.8,40.0
ACA,628,117.7,40.0
ACA,629,116.3,40.0
ACA,630,119.7,40.0
ACA,631,115.3,40.0
ACA,632,124.1,40.0
ACA,633,123.0,40.0
ACA,634,121.6,40.0
ACA,635,117.8,40.0
ACA,636,120.4,40.0
ACA,637,116.9,40.0
ACA,638,119.2,39.5
ACA,639,117.6,40.0
ACA,640,123.5,40.0
ACA,641,116.3,40.0
ACA,642,119.4,40.0
ACA,643,119.3,40.0
ACA,644,116.8,40.0
ACA,645,117.3,40.0
ACA,646,120.2,40.0
ACA,647,119.3,40.0
ACA,648,120.4,40.0
ACA,649,123.0,40.0
ACA,650,117.4,40.0
ACA,651,114.4,40.0
ACA,652,117.4,40.0
ACA,653,123.5,40.0
ACA,654,124.1,40.0
ACA,655,115.9,40.0
ACA,656,117.5,40.0
ACA,657,118.5,40.0
ACA,658,131.9,40.0
ACA,659,122.0,40.0
ACA,660,118.9,40.0
ACA,661,117.2,40.0
ACA,662,117.1,40.0
ACA,663,116.7,40.0
ACA,664,118.1,40.0
ACA,665,117.3,40.0
ACA,666,123.6,40.0
ACA,667,120.3,40.0
ACA,668,116.0,40.0
ACA,669,121.9,40.0
ACA,670,118.1,40.0
ACA,671,125.6,40.0
ACA,672,117.7,40.0
ACA,673,116.7,40.0
ACA,674,123.2,40.5
ACA,675,120.2,40.0
ACA,676,127.5,40.0
ACA,677,120.7,39.0
ACA,678,140.5,40.0
ACA,679,124.2,40.5
ACA,680,119.1,40.0
ACA,681,116.5,40.0
ACA,682,119.2,40.0
ACA,683,122.2,39.5
ACA,684,121.1,41.0
ACA,685,119.0,40.0
ACA,686,123.0,40.0
ACA,687,116.8,40.0
ACA,688,117.3,40.0
ACA,689,115.2,40.0
ACA,690,119.2,40.0
ACA,691,119.2,40.0
ACA,692,116.5,40.0
ACA,693,120.2,40.0
ACA,694,129.5,40.0
ACA,695,120.2,40.0
ACA,696,122.5,39.5
ACA,697,124.0,40.0
ACA,698,121.8,40.0
ACA,699,124.2,40.0
ACA,700,124.3,40.0
ACA,701,119.2,40.0
ACA,702,123.3,40.0
ACA,703,127.4,40.0
ACA,704,117.3,40.0
ACA,705,117.2,40.0
ACA,706,116.8,40.0
ACA,707,120.5,40.0
ACA,708,117.2,40.0
ACA,709,119.0,40.0
ACA,710,121.7,40.0
ACA,711,124.3,40.0
ACA,712,119.4,40.0
ACA,713,115.5,40.0
ACA,714,129.9,40.0
ACA,715,121.8,40.0
ACA,716,120.1,40.0
ACA,717,119.3,40.0
ACA,718,120.1,40.0
ACA,719,119.1,40.0
ACA,720,122.3,40.0
ACA,721,123.1,40.0
ACA,722,117.5,39.5
ACA,723,120.1,40.5
ACA,724,117.7,39.5
ACA,725,116.4,40.0
ACA,726,120.8,40.0
ACA,727,123.1,40.0
ACA,728,133.3,40.0
ACA,729,122.6,40.0
ACA,730,127.4,40.0
ACA,731,116.9,40.0
ACA,732,116.2,40.0
ACA,733,122.0,40.0
ACA,734,119.7,40.0
ACA,735,119.5,40.0
ACA,736,124.9,40.0
ACA,737,116.7,40.0
ACA,738,118.3,40.0
ACA,739,123.3,40.0
ACA,740,124.0,40.0
ACA,741,124.8,40.0
ACA,742,115.5,40.0
ACA,743,117.3,40.0
ACA,744,121.9,40.0
ACA,745,114.5,40.0
ACA,746,131.1,40.0
ACA,747,122.0,40.0
ACA,748,117.7,40.0
ACA,749,122.0,40.0
ACA,750,120.4,40.0
ACA,751,125.9,40.0
ACA,752,116.8,40.0
ACA,753,117.6,40.0
ACA,754,121.6,40.0
ACA,755,117.8,40.0
ACA,756,122.1,40.0
ACA,757,120.1,40.0
ACA,758,117.1,40.0
ACA,759,115.6,40.0
ACA,760,115.8,40.0
ACA,761,124.1,40.0
ACA,762,126.1,40.0
ACA,763,121.7,40.0
ACA,764,119.1,40.0
ACA,765,118.8,40.0
ACA,766,120.2,40.0
ACA,767,122.2,40.0
ACA,768,122.6,40.0
ACA,769,117.2,40.0
ACA,770,121.1,40.5
ACA,771,123.2,40.0
ACA,772,120.7,40.0
ACA,773,126.6,40.0
ACA,774,122.2,40.0
ACA,775,122.2,40.0
ACA,776,118.3,40.0
ACA,777,121.4,40.0
ACA,778,122.8,40.0
ACA,779,120.0,40.0
ACA,780,120.6,40.0
ACA,781,121.2,40.0
ACA,782,119.3,40.0
ACA,783,118.4,40.0
ACA,784,119.7,40.0
ACA,785,125.0,40.0
ACA,786,115.8,40.0
ACA,787,122.2,40.0
ACA,788,125.5,40.0
ACA,789,125.3,40.0
ACA,790,120.5,40.0
ACA,791,121.3,40.0
ACA,792,120.7,40.0
ACA,793,119.9,40.5
ACA,794,122.2,40.0
ACA,795,124.4,39.5
ACA,796,121.8,40.5
ACA,797,119.6,40.0
ACA,798,126.8,40.0
ACA,799,117.9,40.0
ACA,800,118.6,40.0
ACA,801,122.3,40.0
ACA,802,122.8,40.0
ACA,803,122.0,40.5
ACA,804,120.6,39.0
ACA,805,124.4,40.0
ACA,806,120.6,40.0
ACA,807,122.0,40.0
ACA,808,128.6,40.0
ACA,809,119.1,40.0
ACA,810,119.8,40.0
ACA,811,119.7,40.0
ACA,812,120.5,40.0
ACA,813,125.1,40.0
ACA,814,122.4,40.0
ACA,815,121.2,40.0
ACA,816,123.3,41.0
ACA,817,121.1,40.0
ACA,818,119.6,40.0
ACA,819,124.5,39.0
ACA,820,122.0,40.5
ACA,821,120.7,40.0
ACA,822,123.9,40.0
ACA,823,118.3,40.0
ACA,824,119.6,40.0
ACA,825,121.0,40.0
ACA,826,119.1,40.0
ACA,827,120.8,39.5
ACA,828,119.0,40.5
ACA,829,128.2,40.0
ACA,830,121.8,40.0
ACA,831,126.5,40.0
ACA,832,118.1,40.0
ACA,833,122.5,40.0
ACA,834,121.5,40.0
ACA,835,124.4,39.5
ACA,836,134.6,40.0
ACA,837,121.0,40.0
ACA,838,119.4,40.0
ACA,839,121.7,40.0
ACA,840,124.8,40.0
ACA,841,129.6,40.0
ACA,842,116.4,40.0
ACA,843,115.4,40.0
ACA,844,120.7,40.0
ACA,845,129.2,40.0
ACA,846,122.6,40.0
ACA,847,121.3,40.0
ACA,848,117.9,40.0
ACA,849,124.2,40.0
ACA,850,127.2,40.0
ACA,851,118.9,40.0
ACA,852,119.8,40.0
ACA,853,116.9,40.0
ACA,854,119.4,40.0
ACA,855,118.3,40.0
ACA,856,118.5,39.5
ACA,857,120.7,40.0
ACA,858,121.3,40.0
ACA,859,120.2,40.0
ACA,860,116.9,40.0
ACA,861,119.6,40.0
ACA,862,120.9,40.0
ACA,863,123.1,40.0
ACA,864,122.2,40.0
ACA,865,122.6,40.0
ACA,866,120.3,40.0
ACA,867,128.2,40.0
ACA,868,119.8,40.0
ACA,869,123.2,40.0
ACA,870,123.8,40.0
ACA,871,118.4,40.0
ACA,872,119.6,40.0
ACA,873,121.0,40.0
ACA,874,118.0,40.0
ACA,875,126.0,40.0
ACA,876,117.5,40.0
ACA,877,118.3,40.0
ACA,878,122.4,40.0
ACA,879,122.1,40.0
ACA,880,122.7,40.0
ACA,881,120.9,40.0
ACA,882,120.2,40.0
ACA,883,119.6,40.0
ACA,884,117.6,40.0
ACA,885,113.3,40.0
ACA,886,116.5,40.0
ACA,887,120.4,40.0
ACA,888,116.1,40.0
ACA,889,125.7,40.0
ACA,890,118.1,40.0
ACA,891,117.8,40.0
ACA,892,116.8,40.0
ACA,893,119.3,40.0
ACA,894,117.3,40.0
ACA,895,117.5,40.0
ACA,896,120.1,40.0
ACA,897,120.8,40.0
ACA,898,119.6,40.0
ACA,899,118.1,40.0
ACA,900,127.7,40.0
ACA,901,121.0,40.0
ACA,902,124.1,40.0
ACA,903,119.4,40.0
ACA,904,114.6,40.0
ACA,905,117.9,40.0
ACA,906,118.2,40.0
ACA,907,116.0,40.0
ACA,908,116.8,40.0
ACA,909,117.5,40.0
ACA,910,117.8,40.0
ACA,911,120.0,40.0
ACA,912,116.1,40.0
ACA,913,126.0,40.0
ACA,914,124.4,40.0
ACA,915,116.6,40.0
ACA,916,120.9,40.0
ACA,917,121.5,40.0
ACA,918,117.0,40.0
ACA,919,121.2,40.0
ACA,920,119.4,40.0
ACA,921,122.4,40.0
ACA,922,119.0,40.0
ACA,923,121.7,40.0
ACA,924,116.7,40.0
ACA,925,119.8,40.0
ACA,926,117.6,40.0
ACA,927,117.2,40.0
ACA,928,121.1,40.0
ACA,929,118.3,40.0
ACA,930,125.0,40.0
ACA,931,121.4,40.0
ACA,932,115.0,40.0
ACA,933,117.2,39.5
ACA,934,125.7,40.0
ACA,935,120.8,39.5
ACA,936,118.8,40.5
ACA,937,117.1,40.0
ACA,938,124.9,40.0
ACA,939,123.6,40.0
ACA,940,120.0,40.0
ACA,941,115.7,39.5
ACA,942,118.0,40.0
ACA,943,117.0,40.0
ACA,944,124.0,40.0
ACA,945,118.4,40.0
ACA,946,117.4,40.0
ACA,947,115.3,40.0
ACA,948,118.7,40.0
ACA,949,122.3,40.0
ACA,950,121.8,40.0
ACA,951,115.9,40.0
ACA,952,116.9,40.0
ACA,953,120.2,40.0
ACA,954,121.6,40.0
ACA,955,127.1,40.0
ACA,956,117.8,40.0
ACA,957,116.3,40.0
ACA,958,116.5,40.0
ACA,959,124.1,40.0
ACA,960,125.6,40.0
ACA,961,120.9,39.0
ACA,962,121.7,39.0
ACA,963,116.2,38.0
ACA,964,125.0,38.0
ACA,965,122.2,37.0
ACA,966,122.1,36.0
ACA,967,123.0,36.0
ACA,968,116.6,35.0
ACA,969,115.9,34.0
ACA,970,120.3,34.0
ACA,971,123.8,33.0
ACA,972,120.7,32.5
ACA,973,122.6,32.5
ACA,974,117.2,32.0
ACA,975,123.6,31.0
ACA,976,121.0,31.0
ACA,977,121.7,30.0
ACA,978,114.9,29.0
ACA,979,118.2,29.0
ACA,980,118.7,28.0
ACA,981,123.6,28.0
ACA,982,116.2,27.0
ACA,983,117.4,26.0
ACA,984,124.4,26.0
ACA,985,117.5,25.0
ACA,986,135.8,24.5
ACA,987,122.3,24.0
ACA,988,127.1,23.0
ACA,989,121.1,23.0
ACA,990,119.2,22.0
ACA,991,119.1,22.0
ACA,992,113.6,21.0
ACA,993,117.3,20.5
ACA,994,118.6,20.0
ACA,995,117.5,19.5
ACA,996,121.3,19.0
ACA,997,115.8,18.0
ACA,998,116.1,18.0
ACA,999,118.0,17.0
ACA,1000,118.7,16.5
ACA,1001,117.0,16.0
ACA,1002,115.8,15.0
ACA,1003,113.1,15.0
ACA,1004,115.6,14.0
ACA,1005,133.1,13.0
ACA,1006,118.5,13.0
ACA,1007,119.7,12.0
ACA,1008,120.5,12.0
ACA,1009,112.6,11.0
ACA,1010,116.0,10.0
ACA,1011,128.3,10.0
ACA,1012,117.2,10.0
ACA,1013,123.0,9.0
ACA,1014,108.9,8.0
ACA,1015,109.1,8.0
ACA,1016,118.1,7.0
ACA,1017,113.5,6.5
ACA,1018,114.4,6.0
ACA,1019,118.2,5.5
ACA,1020,117.7,5.0
ACA,1021,116.0,5.0
ACA,1022,119.8,5.0
ACA,1023,111.2,5.0
ACA,1024,122.2,5.0
ACA,1025,110.3,5.0
ACA,1026,113.2,5.0
ACA,1027,114.3,5.0
ACA,1028,115.2,5.0
ACA,1029,113.1,5.0
ACA,1030,117.3,5.0
ACA,1031,116.6,5.0
ACA,1032,119.0,5.0
ACA,1033,119.4,5.0
ACA,1034,117.8,5.0
ACA,1035,112.0,5.0
ACA,1036,116.9,5.0
ACA,1037,113.7,5.0
ACA,1038,118.2,5.0
ACA,1039,118.4,5.0
ACA,1040,120.2,5.0
ACA,1041,116.1,5.0
ACA,1042,112.8,5.0
ACA,1043,114.4,5.0
ACA,1044,115.2,5.0
ACA,1045,117.9,5.0
ACA,1046,119.3,5.0
ACA,1047,113.0,5.0
ACA,1048,113.9,5.0
ACA,1049,118.2,5.0
ACA,1050,118.5,5.0
ACA,1051,113.6,5.0
ACA,1052,117.0,5.0
ACA,1053,117.4,5.0
ACA,1054,125.6,5.0
ACA,1055,116.3,5.0
ACA,1056,114.9,5.0
ACA,1057,113.5,5.0
ACA,1058,122.9,5.0
ACA,1059,118.5,5.0
ACA,1060,119.6,5.0
ACA,1061,119.3,5.0
ACA,1062,117.1,5.0
ACA,1063,115.8,5.0
ACA,1064,114.5,5.0
ACA,1065,123.7,5.0
ACA,1066,125.9,5.0
ACA,1067,118.7,5.0
ACA,1068,117.1,5.0
ACA,1069,120.4,5.0
ACA,1070,118.2,5.0
